id,miR1,miR2,miR3,miR4,miR5,miR6,miR7,miR8,miR9,miR10,miR11,miR12,miR13,miR14,miR15,miR16,miR17,miR18,miR19,miR20,miR21,miR22,miR23,miR24,miR25,miR26,miR27,miR28,miR29,miR30,miR31,miR32,miR33,miR34,miR35,miR36,miR37,miR38,miR39,miR40,miR41,miR42,miR43,miR44,miR45,miR46,miR47,miR48,miR49,miR50,miR51,miR52,miR53,miR54,miR55,miR56,miR57,miR58,miR59,miR60,miR61,miR62,miR63,miR64,miR65,miR66,miR67,miR68,miR69,miR70,miR71,miR72,miR73,miR74,miR75,miR76,miR77,miR78,miR79,miR80,miR81,miR82,miR83,miR84,miR85,miR86,miR87,miR88,miR89,miR90,miR91,miR92,miR93,miR94,miR95,miR96,miR97,miR98,miR99,miR100,miR101,miR102,miR103,miR104,miR105,miR106,miR107,miR108,miR109,miR110,miR111,miR112,miR113,miR114,miR115,miR116,miR117,miR118,miR119,miR120,miR121,miR122,miR123,miR124,miR125,miR126,miR127,miR128,miR129,miR130,miR131,miR132,miR133,miR134,miR135,miR136,miR137,miR138,miR139,miR140,miR141,miR142,miR143,miR144,miR145,miR146,miR147,miR148,miR149,miR150,miR151,miR152,miR153,miR154,miR155,miR156,miR157,miR158,miR159,miR160,miR161,miR162,miR163,miR164,miR165,miR166,miR167,miR168,miR169,miR170,miR171,miR172,miR173,miR174,miR175,miR176,miR177,miR178,miR179,miR180,miR181,miR182,miR183,miR184,miR185,miR186,miR187,miR188,miR189,miR190,miR191,miR192,miR193,miR194,miR195,miR196,miR197,miR198,miR199,miR200,miR201,miR202,miR203,miR204,miR205,miR206,miR207,miR208,miR209,miR210,miR211,miR212,miR213,miR214,miR215,miR216,miR217,miR218,miR219,miR220,miR221,miR222,miR223,miR224,miR225,miR226,miR227,miR228,miR229,miR230,miR231,miR232,miR233,miR234,miR235,miR236,miR237,miR238,miR239,miR240,miR241,miR242,miR243,miR244,miR245,miR246,miR247,miR248,miR249,miR250,miR251,miR252,miR253,miR254,miR255,miR256,miR257,miR258,miR259,miR260,miR261,miR262,miR263,miR264,miR265,miR266,miR267,miR268,miR269,miR270,miR271,miR272,miR273,miR274,miR275,miR276,miR277,miR278,miR279,miR280,miR281,miR282,miR283,miR284,miR285,miR286,miR287,miR288,Class
S11,105.9630959,91033.16735,30.79269452,1862.958019,121.3594431,0,0,0.905667486,0,0,0,0,0,0,0.905667486,0,0,7.245339888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905667486,0,0,0,0,0,0,0,0,0,0,0,0.905667486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05667486,11.77367732,0,0,0,0,0,0,0.905667486,0,0,0,0,0,0,0,0,0,0,0,0,85.13274368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905667486,0.905667486,155.7748076,0,0.905667486,0.905667486,0,73.35906637,0.905667486,0,0,0,5.434004916,0,62.49105653,1.811334972,0,0,2.717002458,182.0391647,0,0,1.811334972,10.86800983,0,37.13236693,0,0,0,0,0.905667486,0,0,2.717002458,0.905667486,0,0,0.905667486,0,0,0,0,0.905667486,0,10.86800983,28.07569207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05667486,6.339672402,144.9067978,11.77367732,0,0,0,0,0.905667486,5.434004916,0,0,0,0,0,0,38.9437019,0,0,0,0,0,0,0,0,0,0,0,0,0,1.811334972,0,34881.78322,96.00075352,0,0,19.92468469,0,0,1482.577675,0,0,0,0,0,0.905667486,5.434004916,0.905667486,10129.89083,0,6.339672402,0,1.811334972,0,10.86800983,0,70.64206391,0,31.69836201,4.52833743,2124.695922,0.905667486,115.0197707,3.622669944,4416.034662,1
S12,59.91561884,90569.11516,31.62213216,2313.408616,163.6584033,0,0,0,0,0,0,0,0,0,0,0,0,11.09548497,0,0,0.554774248,0,0,0,0,0.554774248,0,0,0.554774248,1.664322745,0,0,0.554774248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554774248,0,0,0,0.554774248,0,0,0,0,0,0,0,0,0,0.554774248,0,0,0,0.554774248,0,0.554774248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.109548497,26.07438968,17.75277595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.90155531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.109548497,1.109548497,223.0192479,0,1.664322745,0,0,37.16987465,2.773871242,0,0,0,2.219096994,0,41.60806864,0,0,0,1.664322745,137.5840136,0,0.554774248,5.547742485,10.54071072,0,65.46336132,0,0,0,0.554774248,2.773871242,0,1.109548497,1.109548497,0,0,0,0,0,0,0,0,0,0.554774248,5.547742485,17.75277595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1980017,22.19096994,150.8985956,18.3075502,0,0,0,0,0,17.1980017,0,0,0,0,0,0,17.1980017,0,0,0,0,0,0,0,0,0,0,0,0,0,6.102516733,0,69214.74479,134.8101424,0,0,19.97187295,0,1.109548497,1127.856047,0,0.554774248,0,0,0,1.664322745,3.328645491,1.109548497,6601.813557,1.109548497,7.21206523,1.109548497,2.219096994,0,9.431162224,0.554774248,89.87342826,0,2.219096994,6.657290982,1857.938958,0,125.9337544,3.328645491,2391.077011,1
S13,51.96477432,99110.62059,36.78922076,2543.054885,92.89278241,0,0,0.919730519,0,0.459865259,0,0,0,0,0,0,0,12.87622727,0,0,0,0,0.919730519,0,0,0.459865259,0,0.459865259,0,2.299326297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459865259,0,0,0,0,0,0,1.839461038,0,0,0,0.459865259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919730519,0,0,0,0.459865259,0.459865259,0.459865259,0.459865259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.52666069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459865259,1.839461038,327.4240647,0,0,0,0,42.76746913,1.379595778,0,0,0,0,0,51.96477432,0.459865259,0,0,1.379595778,109.4479318,0,0.459865259,2.299326297,29.89124187,0,64.84100159,0,0,0,0,1.839461038,0,1.839461038,2.299326297,0.459865259,0,0,0,0,0.459865259,0,0,1.379595778,0,4.598652595,23.45312823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459865259,8.73743993,36.78922076,79.55668989,11.49663149,0,0,0,0,0,14.25582304,0,0,0,0,0,0,12.87622727,0,0,0,0.459865259,0,0,0,0,0,0,0,0,0,6.438113633,0,46760.93904,144.3976915,0.919730519,0.459865259,16.55514934,0,0.919730519,1210.365363,0,0,0,0,0,0,1.379595778,1.839461038,10284.88653,0.919730519,7.357844152,0.459865259,0,0,2.299326297,0.919730519,51.0450438,0,2.299326297,6.897978892,2508.105125,0,70.3593847,2.299326297,1712.998092,1
S14,47.35212061,94617.85559,39.67339835,2528.219304,100.4632829,0,0,0,0,0,0,0,0,0,0,0,2.559574087,0,0,0,0,1.279787043,0,0,0,0,0,0,0,0.639893522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639893522,0,0,0,0,0,0,0,0,0,0,0,0.639893522,0,0,0,0.639893522,0,0,0,0,0,0,0,0.639893522,0,0,0,0,0,0,0,0.639893522,0,0,0,0,0,0,0,0.639893522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.66807443,0,0,0,0.639893522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639893522,150.3749776,0,2.559574087,0,0,57.59041695,1.279787043,0,0,0,0,0,60.14999104,0.639893522,0,0,0.639893522,124.1393432,0,0,3.199467609,12.15797691,0,47.99201413,0.639893522,0,0,0,1.279787043,0.639893522,1.279787043,1.279787043,0.639893522,0,0,0,0,0,0,0,0,0,8.318615782,26.87552791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639893522,0,0,0,0,0,0,0.639893522,0,0,0,0,0,0,0,0,0,0,0,27.51542143,49.91169469,118.3803015,12.79787043,0,0,1.919680565,0,1.919680565,11.51808339,0,0,0,0,0,0,19.19680565,0,0,0,0,0,0,0,0,0,0,0,0,0,3.199467609,0,60434.74366,181.7297602,0.639893522,0,24.31595383,0,0.639893522,872.8147636,0,0,0,0,0,0,7.678722261,1.279787043,10619.03299,0.639893522,8.318615782,0.639893522,2.559574087,0,6.398935217,1.279787043,65.26913922,0,5.119148174,4.479254652,1363.613095,0.639893522,79.98669021,5.119148174,2366.326243,1
S15,66.35930477,110360.1536,47.0688092,2033.218233,132.7186095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771619823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771619823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771619823,2.314859469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771619823,0,5.40133876,9.259437875,0,0,0,0,0,0,0.771619823,0,0,0.771619823,0,0,0,0,0,0,0,0,0,44.75394973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.716198229,246.9183433,0,7.716198229,0,0,92.59437875,1.543239646,0,0,0,6.172958583,0,81.02008141,0.771619823,0,0,1.543239646,121.915932,0,0.771619823,3.086479292,8.487818052,0.771619823,44.75394973,0,0,0,0,0.771619823,0,0.771619823,3.086479292,0.771619823,0,0,0,0,1.543239646,0,0,0,0,5.40133876,14.66077664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83373522,40.12423079,171.2996007,8.487818052,0,0,0,0,0,10.0310577,0,0,0,0,0,0,173.6144602,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086479292,0,23728.85279,88.73627964,0,0.771619823,10.0310577,0,0,1224.560659,0,0,0,0,0,0,4.629718937,2.314859469,3098.053589,0,6.172958583,0,3.086479292,0,6.172958583,0.771619823,166.6698817,0,6.172958583,3.086479292,2810.239395,0,186.7319971,3.086479292,3786.338471,1
S16,78.22235487,81180.96501,38.50946701,2351.484329,106.5027447,0,0,0,0,0.601710422,0,0,0,0,0,0,0,2.406841688,0,0,0,0,0,0,0,0.601710422,0,0,0,0.601710422,0,0,1.805131266,0,0,0,0,0,0,0,0,0,0.601710422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601710422,0,0,0.601710422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601710422,0,0.601710422,0,0,0,0,0,0,0.601710422,0.601710422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.23090698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00855211,269.5662691,0,1.805131266,0.601710422,0,78.82406529,1.203420844,0,0,0,0,0,52.95051714,1.805131266,0,0,0.601710422,148.0207638,0,0.601710422,2.406841688,18.65302308,0,52.95051714,0,0,0,0,1.203420844,0,1.805131266,1.805131266,0,0,0,0,0,0,0,0,0.601710422,0,6.618814643,20.45815435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.49236279,47.53512334,208.191806,24.6701273,0,0,0,0,0.601710422,12.63591886,0,0,0,0,0,0,43.92486081,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406841688,0,55024.61296,107.7061655,0.601710422,0.601710422,28.28038984,0,0.601710422,1075.858235,0,0,0,0,0,0.601710422,7.220525065,0,12819.44054,0,6.618814643,0,0,0,6.01710422,0,88.45143204,0,4.813683376,6.01710422,1810.54666,0,134.7831345,1.805131266,3820.25947,1
S17,68.45577857,76760.06854,32.21448403,1982.197471,155.0322044,0,0,0,0,0,0,0,0,0,0,0,0,8.053621009,0,0,0,0,0,0,0,0,1.006702626,0,0,1.006702626,0,0,2.013405252,0,0,0,0,0,0,0,0,0,1.006702626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006702626,0,0,0,1.006702626,0,0,6.040215757,2.013405252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.39545494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.026810504,274.8298169,0,6.040215757,1.006702626,0,61.40886019,1.006702626,0,0,0,10.06702626,0,106.7104784,0,0,0,3.020107878,348.3191086,0,0,1.006702626,5.03351313,1.006702626,22.14745777,0,0,0,0,0,0,1.006702626,5.03351313,0,0,0,0,0,0,0,0,0,0,1.006702626,15.10053939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006702626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.020107878,41.27480767,67.44907595,11.07372889,0,0,0,0,0,25.16756565,0,0,0,0,0,0,127.8512335,0,0,0,1.006702626,0,0,0,0,0,0,0,0,0,8.053621009,0,48269.37752,130.8713414,1.006702626,0,8.053621009,0,0,1511.060642,0,0,0,0,0,1.006702626,3.020107878,4.026810504,4011.709965,0,4.026810504,1.006702626,3.020107878,0,8.053621009,1.006702626,90.60323635,0,2.013405252,9.060323635,1990.251092,1.006702626,59.39545494,7.046918383,1405.356866,1
S18,79.79966085,109867.3331,24.14989736,2209.190611,142.7993931,0,0,1.049995538,0,0,0,0,0,0,0,0,0,8.3999643,0,0,0,0,0,0,0,0,0,0,0,1.049995538,0,0,1.049995538,0,0,0,0,0,1.049995538,0,0,0,0,0,0,0,0,0,0,0,0,1.049995538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.099991075,0,0,0,0,0,0,0,0,0,0,0,0,45.14980811,0,1.049995538,1.049995538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.099991075,372.7484158,0,3.149986613,0,0,28.34987951,0,0,0,0,0,0,101.8495671,0,0,0,2.099991075,178.4992414,0,0,0,9.449959838,1.049995538,25.1998929,0,0,0,0,1.049995538,0,4.19998215,7.349968763,0,0,0,0,0,0,0,0,0,0,2.099991075,15.74993306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59994645,83.999643,57.74975456,7.349968763,0,0,0,0,0,18.89991968,0,0,0,0,0,0,91.34961176,0,0,0,0,0,0,0,0,0,0,0,0,0,2.099991075,0,37942.63874,152.2493529,0,0,9.449959838,0,0,1546.643427,0,0,0,0,0,0,6.299973225,4.19998215,6252.723426,1.049995538,7.349968763,0,3.149986613,0,5.249977688,1.049995538,113.3995181,0,2.099991075,12.59994645,3405.135528,0,24.14989736,14.69993753,3251.83618,1
S19,49.60838557,101332.4229,32.58590032,2454.642372,158.5522911,0,0,0,0,0,0,0,0.486356721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972713443,0,0,1.945426885,0,0,0,0,0,0,0,0,0,0.486356721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486356721,0,0,0,5.349923934,7.78170754,0,0,0,0,0,0,0,0,0,0.972713443,0.486356721,0,0,0,0,0,0,0,0,50.58109901,0,0,0,0,0.486356721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486356721,3.404497049,253.8782085,0,4.863567213,1.459070164,0,37.93582426,0.486356721,0,0,0,0.972713443,0,68.08994098,2.918140328,0,0,3.404497049,119.1573967,0,0,3.404497049,16.0497718,0,41.34032131,0.486356721,0,0,0,1.459070164,0,0.486356721,6.808994098,0,0,0,0,0.486356721,0,0,0,0.486356721,0,3.89085377,25.77690623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945426885,14.10434492,176.0611331,17.50884197,0,0,0.972713443,0,0,10.69984787,0,0,0,0,0,0,72.95350819,0,0,0,0.486356721,0,0,0,0,0,0,0,0,0,7.295350819,0,52434.11812,125.4800341,0.486356721,0.486356721,17.02248524,0,0,1054.907728,0,0.972713443,0,0,0,0,1.459070164,0.972713443,7572.57415,0,4.377210491,0.486356721,1.459070164,0,4.377210491,0.486356721,62.74001704,0,1.945426885,3.89085377,2273.717672,0.972713443,142.5025193,2.431783606,3143.323489,1
S20,112.6993734,85567.97084,31.08948233,2317.13798,109.7847345,0,0,0,0,0,0,0,0,0,0,0,3.886185291,7.772370583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.943092646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971546323,0,0,0,0,0,0,0,0,1.943092646,5.829277937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.03669628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.829277937,157.3905043,0,14.57319484,0,0,91.32535435,0.971546323,0,0,0,1.943092646,0,66.06514995,0,0,0,3.886185291,146.7034947,0,0,5.829277937,3.886185291,0.971546323,42.74803821,0,0,0,0,0.971546323,0,0,5.829277937,0,0,0,0,0,0,0,0,0,0,0.971546323,19.43092646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6301022,21.3740191,123.386383,22.34556543,0,0,0,0,0,13.60164852,0,0,0,0,0,0,186.536894,0,0,0,0,0,0,0,0,0,0,0,0,0,3.886185291,0,42995.78252,157.3905043,0,0,22.34556543,0,1.943092646,1297.014341,0,0,0,0,0,0.971546323,0,2.914638969,9467.718916,1.943092646,6.80082426,0,2.914638969,0,5.829277937,0,61.20741834,0,6.80082426,4.857731614,2368.629935,0,47.60576982,4.857731614,3862.86818,1
S21,119.3015802,59440.49581,32.35297091,1973.531226,83.9155183,0,0,1.011030341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011030341,0,0,1.011030341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011030341,0,0,0,0,0,1.011030341,0,0,0,0,0,0,1.011030341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.92654865,0,0,0,1.011030341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.033091023,213.327402,0,2.022060682,1.011030341,0,72.79418455,0,0,0,0,2.022060682,0,72.79418455,1.011030341,0,0,4.044121364,195.1288558,0,0,6.066182046,11.12133375,0,48.52945637,0,0,0,0,1.011030341,0,0,3.033091023,1.011030341,0,0,0,0,0,0,0,2.022060682,0,10.11030341,23.25369784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.36400125,85.93757899,116.2684892,15.16545512,0,0,1.011030341,1.011030341,0,12.13236409,0,0,0,0,0,0,5.055151705,0,0,0,0,0,0,0,0,0,0,0,0,0,6.066182046,0,51304.73466,205.2391592,1.011030341,0,14.15442477,0,0,1177.850347,0,1.011030341,0,0,1.011030341,0,3.033091023,2.022060682,13835.95022,0,5.055151705,0,2.022060682,0,10.11030341,1.011030341,57.62872944,0,22.2426675,6.066182046,1459.927812,1.011030341,60.66182046,2.022060682,4074.452274,1
S22,92.46844514,164268.9432,22.49232449,2674.087468,134.953947,0,0,0,0,0,0,0,0,0,0,0,0,4.998294332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249573583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499147166,0,0,0,0,1.249573583,1.249573583,1.249573583,1.249573583,0,0,0,0,0,0,0,0,0,1.249573583,0,0,0,0,0,0,0,0,0,34.98806032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249573583,321.1404108,0,24.99147166,1.249573583,0,37.48720749,2.499147166,0,0,0,0,0,113.7111961,3.748720749,0,0,3.748720749,74.97441498,0,0,0,6.247867915,0,16.24445658,1.249573583,0,0,0,1.249573583,0,0,8.747015081,0,1.249573583,0,1.249573583,1.249573583,0,0,0,0,0,0,18.74360375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.747015081,16.24445658,116.2103432,1.249573583,0,0,1.249573583,0,0,14.994883,0,0,0,0,0,0,317.3916901,2.499147166,0,0,0,0,0,0,0,0,0,0,0,0,1.249573583,0,18142.55885,66.2273999,0,0,12.49573583,0,0,1561.966979,0,0,0,0,1.249573583,0,3.748720749,1.249573583,6254.115783,0,4.998294332,0,0,0,6.247867915,0,67.47697348,0,19.99317733,2.499147166,6049.185715,0,137.4530941,0,8252.183942,1
S23,72.88947625,85513.69456,23.89818894,1816.859814,113.5163974,0,0,0,0,0,0,0,0,0,0,0,0,7.169456681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194909447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597454723,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194909447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597454723,0,0,0,0,0,0,2.389818894,2.987273617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.17347038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597454723,1.194909447,181.6262359,0,2.987273617,0.597454723,0,84.83857072,0,0,0,0,2.389818894,0,62.73274596,1.79236417,0,0,1.194909447,128.4527655,0,0,1.79236417,7.766911404,0,33.45746451,0,0,0,0,0,0,0,2.389818894,0,0,0,0,0.597454723,0,0,0,0,0,6.572001957,11.35163974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33891336,60.34292706,97.98257464,10.1567303,0,0,0,0,0,8.961820851,0,1.194909447,0,0,0,0,19.11855115,0,0,0,0.597454723,0,0,0,0,0,0,0,0,0,4.779637787,0,50167.07821,183.4186001,0,0,10.75418502,0,0,957.7199216,0,0,0,0,0,1.194909447,3.58472834,2.389818894,7575.725893,0.597454723,13.14400391,0.597454723,1.194909447,0,11.35163974,1.194909447,62.73274596,0,8.364366127,5.974547234,1918.427117,0,66.91492902,7.766911404,5516.896916,1
S24,30.22282534,191907.3852,18.88926583,2318.090703,245.5604559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755570633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755570633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755570633,0.755570633,0,0,0,0,0,0,0,0,0,0,0.755570633,0,0,0,0,0,0,0,0,24.17826027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5334238,288.627982,0,7.555706334,1.511141267,0,9.822418234,2.2667119,0,0,0,0,0,108.0466006,0,0,0,0.755570633,59.69008004,0,0,0.755570633,3.022282534,0,37.02296104,0,0,0,0,1.511141267,0,0.755570633,2.2667119,0,0,0,0,0,0,0.755570633,0,0,0,0,9.066847601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511141267,0.755570633,129.9581489,0.755570633,0,0,0,0,0,17.37812457,0,0,0.755570633,0,0,0,162.4476862,0,0,0,0,0,0,0,0,0,0,0,0,0,3.022282534,0,18735.12943,52.1343737,0,0,6.8001357,0,0,988.2863885,0,0,0,0,0,0,0,2.2667119,3494.514179,0,4.5334238,0,0,0,0.755570633,0,52.1343737,0,12.84470077,3.022282534,6752.534751,1.511141267,286.3612701,2.2667119,11003.37513,1
S25,65.57786091,106197.7476,30.38974042,2695.090138,123.1584217,0,0,0,0,0,0,0,0,0,0,0,0,3.198920045,0,0,0,0,0,0,0,0,0,0,0,2.399190033,0,0,2.399190033,0,0,0,0,0,0,0,0,0,0.799730011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799730011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799730011,0,0.799730011,0,0,0.799730011,0,0,0,14.3951402,10.39649014,0,0,0,0,0,0,0.799730011,0,0,0,0,0,0,0,0,0,0,0,0,87.97030123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.599460022,172.7416824,0,0.799730011,0,0,85.57111119,0,0,0,0,1.599460022,0,61.57921086,0,0,0,3.198920045,125.5576118,0,0.799730011,3.198920045,12.79568018,0,35.9878505,0,0,0,0,0,0,0,0.799730011,0.799730011,0,0,0,0,0,0,0,0.799730011,0,4.798380067,18.39379026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1854206,63.97840089,195.9338527,12.79568018,0,0,0.799730011,0,0,7.997300111,0,0.799730011,0,0,0,0,53.58191075,0,0,0,0,0,0,0,0,0,0,0,0,0,5.598110078,0,39174.7746,135.1543719,0,0,13.59541019,0,1.599460022,880.5027423,0,0,0,0,0,0,4.798380067,1.599460022,4402.513711,0,4.798380067,3.198920045,2.399190033,0,11.19622016,0,131.9554518,0,15.99460022,3.198920045,1649.043283,0,55.98110078,3.198920045,2938.208061,1
